ID_float,dt_float,lat_float,lon_float
6901475,735221.609,20.08717167,-40.79202833
6901475,735221.609,20.08717167,-40.79202833
6901475,735221.609,20.08717167,-40.79202833
6901439,735222.5639,-19.29481167,-24.98118667
6901439,735222.5639,-19.29481167,-24.98118667
6901439,735223.5618,-19.33862167,-24.89886
6901439,735223.5618,-19.33862167,-24.89886
6901439,735223.5618,-19.33862167,-24.89886
6901439,735223.5618,-19.33862167,-24.89886
6901475,735223.6063,20.06882167,-40.85172
6901475,735223.6063,20.06882167,-40.85172
6901437,735224.5688,-18.90035333,-25.18982167
6901437,735224.5688,-18.90035333,-25.18982167
6901475,735224.6111,20.03549,-40.88318
6901475,735224.6111,20.03549,-40.88318
6901439,735225.5701,-19.41543833,-24.71488167
6901473,735225.6201,21.03669501,-40.10638431
6901473,735225.6201,21.03669501,-40.10638431
6901032,735229.4903,43.04033167,6.795521667
6901439,735230.5618,-19.50536,-24.33349667
6901439,735230.5618,-19.50536,-24.33349667
6901439,735230.5618,-19.50536,-24.33349667
6901475,735231.6063,19.91014333,-41.17283667
6901475,735232.6076,19.89981167,-41.23452833
6901475,735232.6076,19.89981167,-41.23452833
6901475,735233.6035,19.86605833,-41.28257
6901437,735234.5701,-19.23969833,-24.68674
6901473,735235.6181,21.57391505,-39.9838398
6901475,735237.609,19.80789667,-41.451555
6901439,735238.5674,-19.29012667,-23.74029833
6901475,735238.5938,19.77948333,-41.50165333
6901475,735238.5938,19.77948333,-41.50165333
6901032,735239.4792,42.91502333,6.701586667
6901474,735240.45,20.62725,-40.8483
6901439,735240.5632,-19.20196333,-23.62726167
6901474,735240.67,20.63965,-40.85238
6901439,735241.5632,-19.159515,-23.58517667
6901439,735241.5632,-19.159515,-23.58517667
6901472,735241.616,22.14127167,-39.89743
6901472,735241.616,22.14127167,-39.89743
6901472,735241.616,22.14127167,-39.89743
6901439,735244.5674,-19.09811167,-23.54212333
6901439,735244.5674,-19.09811167,-23.54212333
6901475,735246.6076,19.73788333,-41.79256833
6901475,735246.6076,19.73788333,-41.79256833
6901475,735248.5993,19.77001833,-41.848005
6901475,735249.6076,19.75688333,-41.89475333
6901472,735251.6174,22.099995,-39.77103333
6901439,735252.5618,-19.00150667,-23.59895333
6901475,735252.6007,19.75330167,-41.97232833
6901439,735253.5646,-18.996225,-23.61348833
6901473,735255.7875,21.52840647,-39.3402095
6901473,735255.7875,21.52840647,-39.3402095
6901032,735256.4778,42.53433,6.398196667
6901032,735258.4813,42.50946,6.333258333
6901439,735259.5604,-18.98901833,-23.713885
6901439,735259.5604,-18.98901833,-23.713885
6901439,735260.5632,-19.00544833,-23.72385333
6901439,735260.5632,-19.00544833,-23.72385333
6901439,735263.5667,-19.02961167,-23.77789
6901439,735264.5667,-19.03477333,-23.79146167
6901473,735266.4146,21.17059833,-39.13235833
6901437,735266.5715,-19.03930333,-23.28177
6901437,735266.5715,-19.03930333,-23.28177
6901437,735266.5715,-19.03930333,-23.28177
6901439,735267.566,-19.04421833,-23.84038667
6901439,735267.566,-19.04421833,-23.84038667
6901439,735268.5625,-19.03629167,-23.85677
6901439,735270.5653,-19.0466,-23.87670833
6901474,735270.641,21.80508293,-40.40110615
6901474,735270.641,21.80508293,-40.40110615
6901474,735270.641,21.80508293,-40.40110615
6901439,735271.5632,-19.04181833,-23.88273667
6901439,735273.566,-19.05981833,-23.88734333
6901439,735273.566,-19.05981833,-23.88734333
6901439,735275.5646,-19.059815,-23.87966667
6901439,735275.5646,-19.059815,-23.87966667
6901437,735276.5722,-18.99265167,-23.15867167
6901439,735277.5681,-19.04202167,-23.86543833
6901439,735280.5715,-19.017505,-23.87840667
6901439,735281.5653,-19.01853167,-23.87825667
6901472,735281.6174,21.32518,-39.44083667
6901439,735282.5618,-19.01114833,-23.89133
6901439,735282.5618,-19.01114833,-23.89133
6901511,735284.4743,42.14731167,4.712776667
6901511,735284.4743,42.14731167,4.712776667
6901439,735284.5632,-19.00242,-23.89401833
6901439,735284.5632,-19.00242,-23.89401833
6901439,735285.5674,-18.99695333,-23.913985
6901511,735286.4799,42.2572,4.863288333
6901511,735286.4799,42.2572,4.863288333
6901511,735286.4799,42.2572,4.863288333
6901439,735286.5688,-18.98625333,-23.90636167
6901439,735287.5681,-18.98694,-23.91536
6901439,735287.5681,-18.98694,-23.91536
6901439,735289.5688,-18.96222,-23.92519667
6901439,735289.5688,-18.96222,-23.92519667
6901439,735289.5688,-18.96222,-23.92519667
6901439,735290.566,-18.96125333,-23.92579667
6901474,735290.6243,20.81942937,-40.29591786
6901474,735290.6243,20.81942937,-40.29591786
6901439,735291.566,-18.95425833,-23.92252333
6901439,735292.5674,-18.95766667,-23.904395
6901439,735295.5653,-19.01498667,-23.87972333
6901437,735296.5722,-19.02554167,-23.061315
6901439,735297.5625,-19.03874167,-23.86169
6901439,735297.5625,-19.03874167,-23.86169
6901439,735298.5632,-19.05139333,-23.851635
6901439,735298.5632,-19.05139333,-23.851635
6901439,735299.5674,-19.05792167,-23.85158833
6901439,735299.5674,-19.05792167,-23.85158833
6901439,735300.5694,-19.07442167,-23.83734333
6901439,735300.5694,-19.07442167,-23.83734333
6901511,735301.4854,41.79233333,4.830921667
6901511,735301.4854,41.79233333,4.830921667
6901511,735301.4854,41.79233333,4.830921667
6901511,735302.4875,41.805205,4.915403333
6901511,735302.4875,41.805205,4.915403333
6901511,735303.4799,41.86483833,5.031943333
6901511,735303.4799,41.86483833,5.031943333
6901439,735304.5667,-19.22221,-23.73818167
6901439,735307.5667,-19.32593833,-23.617385
6901439,735307.5667,-19.32593833,-23.617385
6901439,735308.5715,-19.37372833,-23.56310333
6901439,735308.5715,-19.37372833,-23.56310333
6901511,735309.4771,41.75123833,6.67642
6901439,735310.5694,-19.46086333,-23.44371833
6901439,735310.5694,-19.46086333,-23.44371833
6901439,735310.5694,-19.46086333,-23.44371833
6901474,735310.6167,20.04215539,-39.98481669
6901439,735311.5632,-19.48875667,-23.37938667
6901511,735312.4868,41.5519,6.788996667
6901511,735312.4868,41.5519,6.788996667
6901511,735312.4868,41.5519,6.788996667
6901511,735314.4854,41.42562667,6.575965
6901511,735314.4854,41.42562667,6.575965
6901511,735314.4854,41.42562667,6.575965
6901511,735315.484,41.371355,6.35762
6901511,735315.484,41.371355,6.35762
6901439,735317.5694,-19.54801667,-23.00295
6901511,735318.4826,41.155595,6.167118333
6901511,735318.4826,41.155595,6.167118333
6901511,735318.4826,41.155595,6.167118333
6901511,735319.484,41.12767667,6.150855
6901511,735319.484,41.12767667,6.150855
6901439,735325.5715,-19.41272667,-22.55563833
6901439,735325.5715,-19.41272667,-22.55563833
6901473,735325.6229,21.06994426,-40.52805695
6901473,735325.6229,21.06994426,-40.52805695
6901473,735325.6229,21.06994426,-40.52805695
6901511,735326.4819,41.50338,5.094201667
6901511,735326.4819,41.50338,5.094201667
6901511,735326.4819,41.50338,5.094201667
6901437,735326.5646,-18.86216167,-23.50635167
6901511,735327.4757,41.56219833,5.22044
6901511,735327.4757,41.56219833,5.22044
6901511,735327.4757,41.56219833,5.22044
6901439,735327.5701,-19.38775333,-22.463785
6901439,735327.5701,-19.38775333,-22.463785
6901439,735328.5243,-19.38908333,-22.41845833
6901439,735328.5243,-19.38908333,-22.41845833
6901511,735329.484,41.60486333,5.127653333
6901511,735329.484,41.60486333,5.127653333
6901511,735329.484,41.60486333,5.127653333
6901439,735329.5257,-19.387845,-22.380315
6901439,735329.5257,-19.387845,-22.380315
6901474,735330.6194,20.77406257,-40.40693751
6901439,735331.5229,-19.38333,-22.29095167
6901511,735334.4875,41.78043833,4.561661667
6901511,735334.4875,41.78043833,4.561661667
6901511,735334.4875,41.78043833,4.561661667
6901439,735334.5285,-19.39440167,-22.1837
6901439,735334.5285,-19.39440167,-22.1837
6901439,735335.525,-19.39828667,-22.1474
6901439,735335.525,-19.39828667,-22.1474
6901473,735335.6208,20.9478516,-40.78181324
6901473,735335.6208,20.9478516,-40.78181324
6901511,735336.4813,41.80596333,4.303721667
6901511,735336.4813,41.80596333,4.303721667
6901511,735336.4813,41.80596333,4.303721667
6901511,735337.4806,41.75283667,4.238371667
6901511,735337.4806,41.75283667,4.238371667
6901511,735337.4806,41.75283667,4.238371667
6901439,735337.5299,-19.41242167,-22.08332167
6901439,735337.5299,-19.41242167,-22.08332167
6901511,735338.4785,41.77060167,4.067321667
6901511,735338.4785,41.77060167,4.067321667
6901439,735338.5236,-19.41232,-22.048675
6901511,735339.4813,41.69140667,4.078846667
6901511,735339.4813,41.69140667,4.078846667
6901511,735339.4813,41.69140667,4.078846667
6901511,735340.4826,41.75021667,3.975155
6901511,735340.4826,41.75021667,3.975155
6901439,735340.5215,-19.426955,-21.97755833
6901439,735340.5215,-19.426955,-21.97755833
6901474,735340.6181,20.81040224,-40.51516137
6901474,735340.6181,20.81040224,-40.51516137
6901511,735341.4861,41.73536167,3.828286667
6901511,735341.4861,41.73536167,3.828286667
6901511,735341.4861,41.73536167,3.828286667
6901439,735341.5215,-19.435485,-21.93606167
6901439,735341.5215,-19.435485,-21.93606167
6901514,735342.4826,62.78268167,-20.69481833
6901511,735342.4847,41.73420333,3.758908333
6901511,735342.4847,41.73420333,3.758908333
6901511,735342.4847,41.73420333,3.758908333
6901511,735344.4826,41.74636667,3.693365
6901511,735344.4826,41.74636667,3.693365
6901439,735344.5201,-19.467055,-21.86469333
6901511,735345.4819,41.72888667,3.701185
6901511,735345.4819,41.72888667,3.701185
6901511,735345.4819,41.72888667,3.701185
6901439,735345.5229,-19.487815,-21.83701167
6901439,735345.5229,-19.487815,-21.83701167
6901473,735345.6201,20.66038392,-40.96098783
6901511,735346.4875,41.69493833,3.723616667
6901437,735346.5285,-18.931105,-24.12063833
6901437,735346.5285,-18.931105,-24.12063833
6901514,735347.4813,62.68921667,-20.55679333
6901511,735347.484,41.64161833,3.7552
6901511,735348.484,41.566025,3.752693333
6901514,735348.484,62.75431,-20.56394667
6901439,735348.5306,-19.52922167,-21.77568167
6901439,735348.5306,-19.52922167,-21.77568167
6901515,735349.4826,62.74067315,-20.75305802
6901514,735350.4799,62.81599333,-20.77614667
6901514,735350.4799,62.81599333,-20.77614667
6901514,735350.4799,62.81599333,-20.77614667
6901439,735350.5243,-19.58703167,-21.74789
6901474,735350.6201,20.95785671,-40.53904124
6901439,735351.5271,-19.59544333,-21.718975
6901439,735351.5271,-19.59544333,-21.718975
6901514,735352.5222,62.69543,-20.93171833
6901514,735352.5222,62.69543,-20.93171833
6901439,735352.5264,-19.61676667,-21.69849
6901511,735354.4778,41.33618833,3.383513333
6901511,735354.4778,41.33618833,3.383513333
6901511,735354.4778,41.33618833,3.383513333
6901514,735354.5188,62.604005,-20.96302833
6901514,735354.5188,62.604005,-20.96302833
6901511,735355.4792,41.31244833,3.342695
6901511,735355.4792,41.31244833,3.342695
6901511,735355.4792,41.31244833,3.342695
6901439,735355.5181,-19.63619833,-21.669245
6901473,735355.6229,20.51688753,-41.01050099
6901437,735356.5271,-19.103515,-24.25232833
6901511,735357.4833,41.29587833,3.287933333
6901511,735357.4833,41.29587833,3.287933333
6901511,735357.4833,41.29587833,3.287933333
6901511,735358.4813,41.27157333,3.279885
6901439,735358.5271,-19.656975,-21.64068333
6901439,735358.5271,-19.656975,-21.64068333
6901511,735359.4813,41.25643333,3.23486
6901511,735359.4813,41.25643333,3.23486
6901511,735359.4813,41.25643333,3.23486
6901439,735359.5215,-19.66587167,-21.64445167
6901439,735359.5215,-19.66587167,-21.64445167
6901516,735359.5285,62.127865,-21.75590667
6901511,735360.4799,41.236615,3.207168333
6901511,735360.4799,41.236615,3.207168333
6901439,735360.5257,-19.67359,-21.640535
6901516,735361.5257,62.16427667,-21.79298833
6901516,735361.5257,62.16427667,-21.79298833
6901511,735362.4813,41.16318833,3.102573333
6901439,735362.525,-19.67463667,-21.616725
6901511,735363.4826,41.131105,3.059565
6901511,735363.4826,41.131105,3.059565
6901439,735363.525,-19.66336,-21.60674667
6901511,735364.4868,41.10410167,3.025181667
6901511,735364.4868,41.10410167,3.025181667
6901439,735364.5264,-19.655555,-21.60281667
6901439,735364.5264,-19.655555,-21.60281667
6901512,735365.4889,41.44723333,6.365678333
6901512,735365.4889,41.44723333,6.365678333
6901512,735365.4889,41.44723333,6.365678333
6901439,735365.525,-19.63405167,-21.59297667
6901439,735365.525,-19.63405167,-21.59297667
6901439,735365.525,-19.63405167,-21.59297667
6901473,735365.6222,20.52954458,-41.00601116
6901473,735365.6222,20.52954458,-41.00601116
6901473,735365.6222,20.52954458,-41.00601116
6901511,735366.4819,41.09520667,3.03974
6901511,735366.4819,41.09520667,3.03974
6901514,735366.5257,62.520305,-22.022465
6901511,735367.4819,41.084865,3.06132
6901511,735367.4819,41.084865,3.06132
6901512,735367.484,41.68452833,6.399348333
6901518,735367.5278,62.23413667,-22.45398333
6901518,735367.5278,62.23413667,-22.45398333
6901518,735367.5278,62.23413667,-22.45398333
6901512,735368.484,41.77990167,6.239086667
6901512,735368.484,41.77990167,6.239086667
6901512,735368.484,41.77990167,6.239086667
6901439,735368.5243,-19.55587333,-21.56840167
6901514,735368.5285,62.55576333,-22.21393333
6901514,735368.5285,62.55576333,-22.21393333
6901514,735368.5285,62.55576333,-22.21393333
6901514,735368.5285,62.55576333,-22.21393333
6901514,735370.5333,62.46437833,-22.42231
6901514,735370.5333,62.46437833,-22.42231
6901514,735370.5333,62.46437833,-22.42231
6901474,735370.6194,21.36113509,-40.30105221
6901511,735371.484,41.08593833,3.170935
6901511,735371.484,41.08593833,3.170935
6901511,735373.4799,41.05724833,3.188743333
6901511,735373.4799,41.05724833,3.188743333
6901511,735373.4799,41.05724833,3.188743333
6901439,735373.5285,-19.38638667,-21.57208
6901439,735373.5285,-19.38638667,-21.57208
6901528,735375.4861,33.60574167,27.97672833
6901528,735375.4861,33.60574167,27.97672833
6901511,735375.4868,41.11903667,3.1896
6901439,735375.5201,-19.31291167,-21.56383
6901516,735375.5243,62.39947833,-21.68521833
6901473,735375.6167,20.64522711,-41.11531659
6901473,735375.6167,20.64522711,-41.11531659
6901512,735376.4806,41.50396333,6.138951667
6901512,735376.4806,41.50396333,6.138951667
6901512,735376.4806,41.50396333,6.138951667
6901514,735376.5236,62.16151333,-23.74014667
6901514,735376.5236,62.16151333,-23.74014667
6901514,735376.5236,62.16151333,-23.74014667
6901437,735376.5701,-19.29784167,-24.08155333
6901437,735376.5701,-19.29784167,-24.08155333
6901439,735377.5257,-19.26515667,-21.552215
6901511,735378.4819,41.23488167,3.120758333
6901439,735378.5243,-19.23180167,-21.537215
6901511,735379.4875,41.232405,3.077498333
6901511,735379.4875,41.232405,3.077498333
6901439,735379.5285,-19.21395667,-21.52713
6901439,735379.5285,-19.21395667,-21.52713
6901439,735379.5285,-19.21395667,-21.52713
6901511,735380.4813,41.2242,3.021881667
6901510,735380.4896,37.71240833,18.53949833
6901510,735380.4896,37.71240833,18.53949833
6901510,735380.4896,37.71240833,18.53949833
6901510,735380.4896,37.71240833,18.53949833
6901439,735380.5188,-19.196575,-21.52823333
6901439,735380.5188,-19.196575,-21.52823333
6901510,735381.4854,37.721375,18.53145167
6901510,735381.4854,37.721375,18.53145167
6901472,735381.616,20.75642,-39.65758
6901512,735382.4819,41.21342333,5.80059
6901512,735383.4813,41.34219,5.826005
6901510,735384.4813,37.73089,18.540865
6901510,735384.4813,37.73089,18.540865
6901512,735385.4861,41.29153333,5.641988333
6901529,735385.4938,37.73119,18.54257667
6901529,735385.4938,37.73119,18.54257667
6901439,735385.5271,-19.09157333,-21.54172167
6901512,735386.4813,41.31174,5.70579
6901513,735386.4826,38.27777333,6.488183333
6901514,735386.5646,62.51353667,-23.05026167
6901510,735387.4833,37.72317167,18.603825
6901511,735387.484,41.136615,2.843125
6901512,735388.4833,41.595595,5.531178333
6901512,735388.4833,41.595595,5.531178333
6901512,735388.4833,41.595595,5.531178333
6901439,735391.5236,-19.08054833,-21.59894833
6901439,735391.5236,-19.08054833,-21.59894833
6901439,735392.5229,-19.09698833,-21.62040667
6901529,735393.4528,37.74602167,18.62337833
6901439,735393.5271,-19.10024167,-21.64173667
6901439,735393.5271,-19.10024167,-21.64173667
6901437,735396.5674,-18.82987,-24.20745333
6901437,735396.5674,-18.82987,-24.20745333
6901511,735397.4819,41.07352167,2.621898333
6901511,735397.4819,41.07352167,2.621898333
6901511,735397.4819,41.07352167,2.621898333
6901511,735397.4819,41.07352167,2.621898333
6901516,735397.5264,62.66263333,-22.034275
6901516,735397.5264,62.66263333,-22.034275
6901516,735397.5264,62.66263333,-22.034275
6901510,735398.4424,37.80783667,18.680995
6901510,735398.4424,37.80783667,18.680995
6901512,735398.4826,42.02678,4.654591667
6901439,735398.5271,-19.13707333,-21.76405667
6901490,735401.484,39.749735,11.91382667
6901490,735401.484,39.749735,11.91382667
6901490,735401.484,39.749735,11.91382667
6901528,735402.4028,33.50459333,27.990615
6901528,735402.4028,33.50459333,27.990615
6901528,735402.4028,33.50459333,27.990615
6901490,735402.4861,39.73515333,11.93973167
6901439,735402.5201,-19.182045,-21.882725
6901439,735402.5201,-19.182045,-21.882725
6901490,735403.4854,39.72612833,11.95031667
6901490,735403.4854,39.72612833,11.95031667
6901490,735403.4854,39.72612833,11.95031667
6901490,735404.4431,39.71044,11.96764
6901490,735404.4431,39.71044,11.96764
6901490,735404.4431,39.71044,11.96764
6901490,735404.4431,39.71044,11.96764
6901490,735405.4431,39.68890667,11.98290667
6901490,735405.4431,39.68890667,11.98290667
6901490,735405.4431,39.68890667,11.98290667
6901490,735405.4431,39.68890667,11.98290667
6901490,735406.4438,39.66283667,11.980485
6901513,735406.4826,38.610115,6.154808333
6901514,735406.5667,63.042575,-23.37922833
6901437,735406.5688,-18.73095167,-24.485555
6901528,735407.4049,33.49373167,27.90529833
6901511,735407.484,40.95353333,2.260786667
6901511,735407.484,40.95353333,2.260786667
6901510,735408.4424,37.85757667,18.69613333
6901510,735408.4424,37.85757667,18.69613333
6901439,735408.5271,-19.25712667,-22.02446167
6901439,735409.5201,-19.26122333,-22.06559
6901439,735409.5201,-19.26122333,-22.06559
6901439,735409.5201,-19.26122333,-22.06559
6901474,735410.616,20.01908217,-39.32543605
6901474,735410.616,20.01908217,-39.32543605
6901490,735412.4451,39.55465167,11.99509667
6901525,735412.6521,57.95879667,-54.973335
6901439,735413.5618,-19.29584333,-22.17747833
6901439,735413.5618,-19.29584333,-22.17747833
6901439,735414.5604,-19.33724333,-22.20387
6901439,735414.5604,-19.33724333,-22.20387
6901525,735414.6521,57.93533833,-55.501875
6901525,735414.6521,57.93533833,-55.501875
6901525,735414.6521,57.93533833,-55.501875
6901439,735415.5715,-19.34321833,-22.24739333
6901439,735415.5715,-19.34321833,-22.24739333
6901439,735415.5715,-19.34321833,-22.24739333
6901439,735416.5639,-19.35932333,-22.26553833
6901480,735416.5701,63.88506,-30.61682667
6901528,735417.4035,33.286115,27.82980167
6901491,735417.4438,39.54050833,11.74424
6901491,735417.4438,39.54050833,11.74424
6901491,735417.4438,39.54050833,11.74424
6901439,735417.5639,-19.391185,-22.28151167
6901439,735417.5639,-19.391185,-22.28151167
6901510,735418.4514,38.03029167,18.86933833
6901510,735418.4514,38.03029167,18.86933833
6901439,735418.566,-19.40301333,-22.31529833
6901439,735418.566,-19.40301333,-22.31529833
6901474,735420.6181,20.00311649,-39.0338433
6901474,735420.6181,20.00311649,-39.0338433
6901513,735421.484,38.80599833,5.749535
6901513,735421.484,38.80599833,5.749535
6901490,735422.4493,39.38407333,11.93652
6901490,735422.4493,39.38407333,11.93652
6901490,735422.4493,39.38407333,11.93652
6901439,735422.5646,-19.49362833,-22.4134
6901439,735422.5646,-19.49362833,-22.4134
6901525,735422.6535,57.67159167,-55.50882667
6901512,735423.4854,42.24596667,4.73887
6901512,735423.4854,42.24596667,4.73887
6901512,735423.4854,42.24596667,4.73887
6901524,735423.6208,58.96727858,-51.8285047
6901439,735424.5639,-19.5587,-22.45192333
6901439,735424.5639,-19.5587,-22.45192333
6901439,735425.5653,-19.58491333,-22.452285
6901439,735425.5653,-19.58491333,-22.452285
6901439,735425.5653,-19.58491333,-22.452285
6901473,735425.6271,20.60786242,-40.48018163
6901513,735426.4833,38.78022167,5.684486667
6901528,735427.4042,33.20602,28.00351667
6901491,735427.4451,39.34868167,11.86575167
6901491,735427.4451,39.34868167,11.86575167
6901491,735427.4451,39.34868167,11.86575167
6901511,735427.4896,40.74935833,1.688845
6901439,735427.5694,-19.62519333,-22.47680333
6901510,735428.4486,38.08228833,19.11758333
6901510,735428.4486,38.08228833,19.11758333
6901510,735428.4486,38.08228833,19.11758333
6901439,735428.5667,-19.64835833,-22.48173167
6901439,735428.5667,-19.64835833,-22.48173167
6901513,735431.484,38.80260167,5.443106667
6901437,735431.5674,-18.58180333,-24.90235833
6901528,735432.4021,33.31500833,28.11859167
6901496,735432.4917,43.34839667,7.893818333
6901496,735432.4917,43.34839667,7.893818333
6901496,735432.4917,43.34839667,7.893818333
6901439,735432.5632,-19.74123,-22.514665
6901496,735433.4917,43.33955,7.877565
6901439,735433.5632,-19.755815,-22.50102833
6901496,735434.4757,43.31586667,7.836113333
6901496,735434.4757,43.31586667,7.836113333
6901496,735434.4757,43.31586667,7.836113333
6901496,735435.475,43.31585833,7.810568333
6901496,735435.475,43.31585833,7.810568333
6901496,735435.475,43.31585833,7.810568333
6901496,735435.475,43.31585833,7.810568333
6901439,735435.5639,-19.788255,-22.49633
6901496,735436.4736,43.29532667,7.810851667
6901496,735436.4736,43.29532667,7.810851667
6901496,735436.4736,43.29532667,7.810851667
6901528,735437.4021,33.46113667,28.22591667
6901491,735437.4507,39.26611833,11.79688
6901491,735437.4507,39.26611833,11.79688
6901510,735438.4514,37.90755,19.42614167
6901483,735438.484,39.03033167,12.31389167
6901483,735438.484,39.03033167,12.31389167
6901439,735438.5604,-19.80767,-22.49094
6901525,735438.65,58.38995833,-55.56266167
6901483,735439.4833,39.00237,12.32626833
6901483,735439.4833,39.00237,12.32626833
6901439,735439.5611,-19.81393833,-22.47141333
6901439,735439.5611,-19.81393833,-22.47141333
6901439,735439.5611,-19.81393833,-22.47141333
6901483,735440.4847,38.97803167,12.31145333
6901483,735440.4847,38.97803167,12.31145333
6901483,735440.4847,38.97803167,12.31145333
6901439,735440.5618,-19.84159667,-22.46787667
6901480,735440.566,64.66303167,-31.37348333
6901480,735440.566,64.66303167,-31.37348333
6901480,735440.566,64.66303167,-31.37348333
6901480,735440.566,64.66303167,-31.37348333
6901483,735441.484,38.97686833,12.29740167
6901483,735441.484,38.97686833,12.29740167
6901483,735441.484,38.97686833,12.29740167
6901483,735441.484,38.97686833,12.29740167
6901513,735441.491,38.61274333,5.075668333
6901486,735441.5646,64.62938167,-31.32148333
6901486,735441.5646,64.62938167,-31.32148333
6901486,735441.5646,64.62938167,-31.32148333
6901486,735441.5646,64.62938167,-31.32148333
6901486,735441.5646,64.62938167,-31.32148333
6901483,735442.4819,38.97284667,12.302505
6901483,735442.4819,38.97284667,12.302505
6901525,735442.6507,58.29745333,-55.87837
6901529,735443.4549,38.11953833,18.592505
6901439,735443.5653,-19.86700667,-22.44554167
6901439,735443.5653,-19.86700667,-22.44554167
6901527,735443.6583,57.713653,-54.95442814
6901527,735443.6583,57.713653,-54.95442814
6901524,735444.6507,58.60414167,-52.62114333
6901439,735445.5618,-19.83753667,-22.41070167
6901521,735445.6514,59.65600167,-51.970985
6901521,735445.6514,59.65600167,-51.970985
6901513,735446.484,38.51369167,4.65489
6901513,735446.484,38.51369167,4.65489
6901513,735446.484,38.51369167,4.65489
6901480,735446.5632,64.62491,-31.54419833
6901480,735446.5632,64.62491,-31.54419833
6901480,735446.5632,64.62491,-31.54419833
6901480,735446.5632,64.62491,-31.54419833
6901480,735446.5632,64.62491,-31.54419833
6901439,735446.5674,-19.83031,-22.38153833
6901483,735447.4486,38.93503167,12.26776333
6901483,735447.4486,38.93503167,12.26776333
6901483,735447.4486,38.93503167,12.26776333
6901483,735447.4486,38.93503167,12.26776333
6901439,735447.5611,-19.80722667,-22.362845
6901439,735447.5611,-19.80722667,-22.362845
6901439,735447.5611,-19.80722667,-22.362845
6901439,735447.5611,-19.80722667,-22.362845
6901510,735448.4472,37.64866333,19.510385
6901516,735448.5708,59.21337167,-29.07598
6901439,735449.5618,-19.74989333,-22.32062833
6901439,735449.5618,-19.74989333,-22.32062833
6901481,735449.5681,64.9439,-31.89558833
6901481,735449.5681,64.9439,-31.89558833
6901481,735449.5681,64.9439,-31.89558833
6901481,735449.5681,64.9439,-31.89558833
6901480,735450.5646,64.80831833,-32.08687
6901480,735450.5646,64.80831833,-32.08687
6901480,735450.5646,64.80831833,-32.08687
6901480,735450.5646,64.80831833,-32.08687
6901496,735451.4938,43.159785,7.876368333
6901496,735451.4938,43.159785,7.876368333
6901437,735451.5688,-18.69680833,-24.94041167
6901437,735451.5688,-18.69680833,-24.94041167
6901528,735452.4021,33.42397,29.27370667
6901483,735452.4528,38.85953167,12.22115333
6901483,735452.4528,38.85953167,12.22115333
6901483,735452.4528,38.85953167,12.22115333
6901439,735453.5674,-19.60968667,-22.24068667
6901439,735454.5583,-19.56547833,-22.22396833
6901524,735454.6535,58.41632,-52.47012167
6901439,735455.5653,-19.52464833,-22.21459167
6901439,735455.5653,-19.52464833,-22.21459167
6901521,735455.6569,60.07932167,-52.60571167
6901521,735455.6569,60.07932167,-52.60571167
6901513,735456.4924,38.20188167,4.769698333
6901480,735456.5722,64.36352,-32.81271167
6901480,735456.5722,64.36352,-32.81271167
6901480,735456.5722,64.36352,-32.81271167
6901480,735456.5722,64.36352,-32.81271167
