,ID_float,dt_float,lat_float,lon_float,kd_380_Xing,kd_412_Xing,kd_490_Xing,PAR_0,zpd_PAR,kd_PAR,kd_490_it,kd_412_it,aot_869,angstrom,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,Kd_490_Aus,sat_dt,weigth,new_kd_Aus,sat_name,a_490,bb_490,nw_490,a_412,bb_412,nw_412,new_kd_490_Lee_indiv,new_kd_412_Lee_indiv,zenith_angle,rrs_412,rrs_490,aot_862,Rrs_410,Rrs_486,Rrs_551,Rrs_671,new_kd_490_Lee_global,new_kd_412_Lee_global,TOTANGSTR_Merra,TOTEXTTAU_Merra,TOTSCATAU_Merra,PS_Merra,lat_Merra,lon_Merra,dt_Merra,tau_mol_490,tau_mol_412,w_490,w_412,a_aer,tau_aer_490,tau_aer_412,t_dir_490,t_dir_412,t_tot_490,t_tot_412,f_490,f_412,D0_490,D0_412,kd_490_f,kd_412_f
0,6901772,2018-10-01 10:24:57.600000725+00:00,36.06765667,20.94208167,0.051291227,0.032252859,,,,,,0.033524307,,1.048117894,,0.010582501,,,,,,,,,0.07234806,0.038299999,737334.4813,0.000176545,0.031898391,viirs,0.028082386,0.004069307,0.346990216,0.027547322,0.00661527,0.440391345,0.032145651,0.030831768,42.33108543,0.021902371,0.013258718,0.161111996,0.012171001,0.007464001,0.002525001,0.000333501,0.035190687,0.035085796,1.2094841,0.172588229,0.163553923,101467.3438,36.0,21.25,737334.4167,0.153845892,0.314967702,0.824088924,0.668192041,0.666666667,0.089127728,0.074317441,0.719881401,0.590619421,0.867777035,0.772920564,0.829569546,0.764139872,1.326158466,1.3159715,0.04263824,0.044956997
1,6902732,2018-10-01 11:34:56.639999006+00:00,37.72003333,1.4763,0.059655407,0.050584092,0.043804384,793.3649687,12.26681105,0.08152078,0.038281274,0.047789676,,1.207143783,,0.006884668,,,,,,,,,0.160411009,0.044942856,737334.5521,8.63e-05,0.037612689,viirs,0.033256104,0.003653574,0.386473566,0.039282438,0.00599464,0.485985447,0.039600426,0.046851978,46.1361184,0.013965933,0.010029733,0.155374996,0.007629668,0.005557001,0.002167715,0.000260668,0.042663988,0.052336695,0.914625227,0.339289367,0.320239156,101781.9688,37.5,1.25,737334.5,0.153877299,0.315944339,0.849220632,0.724686709,0.666666667,0.078569729,0.063732169,0.715018526,0.578153841,0.865736045,0.767665508,0.825908231,0.753132497,1.400264969,1.382354072,0.05168333,0.062588953
2,6902826,2018-10-02 10:39:04.320000708+00:00,38.81174,17.26303333,0.093280625,,,,,,,,,1.279695485,,0.009940183,,,,,,,,,0.145291075,0.051781817,737335.5021,0.000176545,0.044326456,viirsjn,0.033983228,0.005663307,0.24932602,0.045088843,0.008709659,0.334491583,0.04410995,0.063167524,46.55348599,0.01767168,0.015253581,0.14068636,0.009705274,0.00849691,0.003476364,0.000450455,0.04484816,0.06333821,1.325190306,0.202222139,0.194163963,101212.1484,39.0,17.5,737335.4167,0.153820417,0.314175543,0.823871775,0.65474818,0.666666667,0.068285482,0.054697662,0.723988399,0.584847214,0.866784581,0.76753328,0.835257589,0.761982873,1.411803853,1.392959736,0.055973131,0.074939147
3,6902826,2018-10-02 10:39:04.320000708+00:00,38.81174,17.26303333,0.093280625,,,,,,,,,0.879873374,,0.008160001,,,,,,,,,0.130772978,0.045199999,737335.4687,0.000176545,0.037346754,viirs,0.032689616,0.004003025,0.352735667,0.037921205,0.006488258,0.449012315,0.038167234,0.044285831,43.19667761,0.015660478,0.01119135,0.130778568,0.008586001,0.006226001,0.002414001,0.000324001,0.041588346,0.050185639,1.325190306,0.202222139,0.194163963,101212.1484,39.0,17.5,737335.4167,0.153820417,0.314175543,0.823871775,0.65474818,0.666666667,0.079559821,0.068303087,0.726051851,0.591758861,0.869613128,0.772553961,0.834913627,0.765977383,1.342881499,1.330836513,0.049273869,0.059101734
4,6902671,2018-10-02 15:37:00.479999853+00:00,69.91733383,-64.345307,0.176473541,0.122078045,0.053060376,,,,0.041210509,0.122260231,,,,0.003256756,,,,,,,,,0.497598932,0.08906222,737335.6854,0.005985401,0.078571388,viirs,0.065434875,0.003622754,0.389761382,0.084625996,0.005766342,0.505226289,0.088656605,0.114776733,73.67692712,0.00618417,0.005011557,0.022646666,0.003318827,0.002713218,0.001899709,0.000207405,0.09481689,0.126376586,1.145144701,0.032502327,0.030143999,101574.2031,70.0,-64.375,737335.625,0.153856559,0.315299408,0.812528076,0.666208672,0.666666667,,,,,,,,,,,,
5,6902671,2018-10-02 15:37:00.479999853+00:00,69.91733383,-64.345307,0.176473541,0.122078045,0.053060376,,,,0.041210509,0.122260231,,0.032395715,,0.004963305,,,,,,,,,0.322338711,0.071713042,737335.6521,0.005985401,0.067985671,viirsjn,0.046580845,0.003934099,0.358915668,0.060174419,0.006275888,0.464206476,0.067529165,0.092317677,73.73204089,0.009516108,0.007686439,0.032758695,0.005144131,0.004201957,0.002217349,0.00033361,0.067417741,0.090450839,1.145144701,0.032502327,0.030143999,101574.2031,70.0,-64.375,737335.625,0.153856559,0.315299408,0.812528076,0.666208672,0.666666667,0.032164704,0.031984547,0.514760506,0.289463929,0.732207563,0.541418531,0.703025388,0.534639862,2.86511906,2.465578575,0.144731329,0.163838452
6,6902671,2018-10-03 15:34:59.520004164+00:00,69.86718467,-64.39764533,0.183283717,0.121339217,0.063460465,105.2512952,7.54436562,0.132549249,0.063631198,0.12195271,,0.166050059,,,,,,,,,,,,,737336.6729,0.005985401,,viirs,,,,,,,,,73.92812175,,,0.166219996,,,,,,,1.037403345,0.042543031,0.040097304,101487.9297,70.0,-64.375,737336.6667,0.153847947,0.315031604,0.836072098,0.698438928,0.666666667,0.151338467,0.14704354,0.33207959,0.188419012,0.64169122,0.453403662,0.517506831,0.415565703,2.446859176,2.200655558,,
7,6901864,2018-10-04 10:52:01.919997408+00:00,42.23694,5.940823333,0.101881258,0.077749788,,989.5634567,11.82372716,0.0845757,,0.069973719,,0.639171476,,0.004282072,,,,,,,,,0.252688112,0.056235713,737337.4771,8.63e-05,0.048844785,viirsjn,0.03877577,0.002758752,0.511829254,0.062760006,0.004747153,0.613695724,0.050231435,0.08704962,46.64808678,0.006874199,0.006460699,0.081196427,0.003705429,0.003543787,0.001539429,0.000210787,0.049597069,0.083548204,1.216548204,0.104185626,0.096779741,101925.5234,42.0,6.25,737337.5,0.153891629,0.316389951,0.807135693,0.653644868,0.666666667,0.056590171,0.05065381,0.735936551,0.585858454,0.870161697,0.767942891,0.845746893,0.762893257,1.416650648,1.395132561,0.058839906,0.094181437
8,6901864,2018-10-04 10:52:01.919997408+00:00,42.23694,5.940823333,0.101881258,0.077749788,,989.5634567,11.82372716,0.0845757,,0.069973719,,1.077140036,,0.004165201,,,,,,,,,0.257208862,0.04932558,737337.5479,8.63e-05,0.041481914,viirsjn,0.034915843,0.00273859,0.515597363,0.074581426,0.004715939,0.617757674,0.045905122,0.105283892,52.30700506,0.00573331,0.007131483,0.058229786,0.00308329,0.003911592,0.001534305,0.000196697,0.045456104,0.101470736,1.216548204,0.104185626,0.096779741,101925.5234,42.0,6.25,737337.5,0.153891629,0.316389951,0.807135693,0.653644868,0.666666667,0.031689157,0.026290768,0.738215774,0.570947775,0.866915834,0.75706471,0.851542612,0.754159806,1.570409437,1.527706161,0.059132876,0.121143073
9,6901864,2018-10-04 10:52:01.919997408+00:00,42.23694,5.940823333,0.101881258,0.077749788,,989.5634567,11.82372716,0.0845757,,0.069973719,0.146409087,0.26183339,0.003309584,0.003791001,0.003781566,0.003627131,0.001965251,0.001527751,0.00120087,0.000117584,0.00024087,0.000245084,0.263692161,0.047495651,737337.4635,8.63e-05,0.041470543,terra,0.031447797,0.002288418,0.606415538,0.060347533,0.004089094,0.697707169,0.040324557,0.076436888,46.80874081,0.006149235,0.006609967,,,,,,0.039683626,0.07938955,1.216548204,0.104185626,0.096779741,101925.5234,42.0,6.25,737337.5,0.153891629,0.316389951,0.807135693,0.653644868,0.666666667,0.126013676,0.120420915,0.664342355,0.528239409,0.841391265,0.732539861,0.789576006,0.72110671,1.405493247,1.387413435,0.047416022,0.089400243
10,6901864,2018-10-04 10:52:01.919997408+00:00,42.23694,5.940823333,0.101881258,0.077749788,,989.5634567,11.82372716,0.0845757,,0.069973719,,0.317242608,,0.004223277,,,,,,,,,0.256957583,0.050362499,737337.5146,8.63e-05,0.041429597,viirs,0.037609127,0.002971101,0.475247936,0.065740116,0.005018839,0.580474446,0.045916465,0.080913089,48.36623422,0.006938996,0.007183562,0.166393329,0.003737566,0.003934171,0.001665958,0.000231512,0.048523975,0.088573253,1.216548204,0.104185626,0.096779741,101925.5234,42.0,6.25,737337.5,0.153891629,0.316389951,0.807135693,0.653644868,0.666666667,0.139095395,0.131651176,0.643391478,0.509468017,0.831634901,0.720121358,0.773646557,0.707475221,1.435432167,1.415038649,0.058250165,0.100126656
11,6901864,2018-10-04 10:52:01.919997408+00:00,42.23694,5.940823333,0.101881258,0.077749788,,989.5634567,11.82372716,0.0845757,,0.069973719,0.114999997,0.715758378,0.003463168,0.003948175,0.004052918,0.003688751,0.001963827,0.001552834,0.001318918,0.000142637,0.000187827,0.000194641,0.258976364,0.04770909,737337.533,8.63e-05,0.040036685,aqua,0.033546343,0.002481986,0.559121701,0.061403504,0.004349337,0.655959797,0.04449937,0.084234451,50.29045346,0.006431798,0.00672205,,,,,,0.043125754,0.082259027,1.216548204,0.104185626,0.096779741,101925.5234,42.0,6.25,737337.5,0.153891629,0.316389951,0.807135693,0.653644868,0.666666667,0.076313291,0.067406906,0.697455385,0.548417279,0.852535439,0.744053083,0.818095475,0.737067409,1.49822272,1.468388189,0.053978461,0.096550695
12,6902896,2018-10-04 15:29:05.280002427+00:00,69.126559,-62.59909383,0.191339867,,0.068375403,220.5556842,6.036643676,0.165654966,0.067519464,,,0.595666715,,,,,,,,,,,,,737337.6604,0.005985401,,viirs,,,,,,,,,73.58159362,,,0.12473333,,,,,,,1.123635769,0.048053954,0.045335107,101921.1719,69.0,-62.5,737337.625,0.153891195,0.316376443,0.828583952,0.681911509,0.666666667,0.089096124,0.080353682,0.423298879,0.245708104,0.690876871,0.50540248,0.612698003,0.486163234,2.631294877,2.335083416,,
13,6901578,2018-10-05 03:39:01.439995541+00:00,-49.83534667,126.2671217,0.050448611,0.043266787,0.038636637,369.602693,13.67663028,0.073117426,0.034134633,0.039104233,,0.435771481,,0.011712001,,,,,,,,,0.075920448,0.048142856,737338.2354,0.022870906,0.03992041,viirsjn,0.031609877,0.005191653,0.271976887,0.028007662,0.008146161,0.357629514,0.041717942,0.037190606,53.36584473,0.02637416,0.01503308,0.254928565,0.014746858,0.008441715,0.003229715,0.000612001,0.042272738,0.037781391,0.319729149,0.32724911,0.322399795,100204.7734,-50.0,126.25,737338.125,0.153719857,0.311048522,0.949459744,0.898258456,0.666666667,0.199305316,0.184801625,0.553426719,0.435620999,0.819924064,0.712828285,0.674973138,0.611116321,1.520227513,1.489648103,0.055946699,0.053856473
14,6901862,2018-10-05 10:41:57.119998859+00:00,36.25191,15.79136833,0.043996369,0.028547367,,,,,,0.030428286,0.196062495,0.395937553,0.006697131,0.006315274,0.005633653,0.004673305,0.00181174,0.001396001,0.001070834,9.77e-05,0.000172819,0.000182088,0.126025422,0.030058333,737338.4253,0.000176545,0.026772139,terra,0.021607518,0.001966735,0.705602197,0.027397091,0.003664031,0.778647968,0.027320579,0.035026557,41.73886414,0.012231036,0.008291556,,,,,,0.026164037,0.03394596,0.494448125,0.207180247,0.194255069,101810.0313,36.5,15.625,737338.4167,0.1538801,0.316031449,0.885562522,0.812807769,0.666666667,0.156270096,0.145902331,0.659913267,0.538450782,0.853861013,0.759682848,0.772857944,0.70878365,1.307632322,1.298460277,0.030826455,0.040331634
15,6901862,2018-10-05 10:41:57.119998859+00:00,36.25191,15.79136833,0.043996369,0.028547367,,,,,,0.030428286,0.211991661,0.398361958,0.008004349,0.007347584,0.006313751,0.005110001,0.001964523,0.001524697,0.001199455,0.000147914,0.000188175,0.000179501,0.101646665,0.030283333,737338.4948,0.000176545,0.026299558,aqua,0.021722363,0.002150362,0.645348327,0.024673602,0.003921579,0.727510697,0.027859079,0.033164624,43.96756398,0.014547132,0.009026927,,,,,,0.026559674,0.030627229,0.494448125,0.207180247,0.194255069,101810.0313,36.5,15.625,737338.4167,0.1538801,0.316031449,0.885562522,0.812807769,0.666666667,0.168731778,0.157471034,0.638752444,0.517944929,0.845074444,0.748156694,0.755853461,0.69229472,1.34242941,1.330200438,0.032047448,0.038037322
16,6902897,2018-10-05 15:40:53.759995844+00:00,68.40040733,-60.287347,0.21806867,,,,,,,,,-0.15237285,,0.003396501,,,,,,,,,0.672787307,0.092870831,737338.6813,0.005985401,0.104848541,viirsjn,0.065271534,0.00429785,0.328538642,0.131627346,0.00658577,0.442364033,0.095105464,0.196124698,73.44245141,0.004523468,0.005973387,0.135931247,0.002419084,0.003232418,0.002190043,0.000492959,0.095595192,0.197229296,0.61128366,0.039111681,0.036565695,99512.66406,68.5,-60.0,737338.625,0.153650768,0.308900125,0.871166804,0.783560172,0.666666667,0.148148775,0.152114834,0.346793222,0.198350464,0.66229823,0.483255522,0.52362094,0.410446347,2.407632404,2.145968251,0.167497503,0.296600957
17,6901584,2018-10-06 06:43:03.359996976+00:00,-39.63695167,75.50277833,0.100522802,0.100639486,,,,,,0.098768708,0.059831817,1.082604384,0.004881001,0.003997218,0.003706637,0.003820584,0.002960092,0.002475653,0.002169479,0.000288084,0.000295131,0.000377131,0.586223683,0.078609089,737339.1962,0.013510638,0.071429753,terra,0.053098942,0.004106653,0.337922966,0.064387307,0.006390459,0.446445348,0.068101154,0.082827409,44.37575346,0.009050665,0.007030703,,,,,,0.069549922,0.087656836,0.685027122,0.062299658,0.058414988,101675.8438,-39.5,75.625,737339.25,0.153866705,0.315614913,0.866309637,0.769292293,0.666666667,0.032177668,0.026670778,0.770831003,0.619479196,0.88678529,0.791224165,0.869241982,0.782937659,1.372633808,1.355195675,0.078522333,0.095917722
18,6901584,2018-10-06 06:43:03.359996976+00:00,-39.63695167,75.50277833,0.100522802,0.100639486,,,,,,0.098768708,,0.307339186,,0.004797001,,,,,,,,,0.433024004,0.071208887,737339.3646,0.013510638,0.070444835,viirsjn,0.047698618,0.004435716,0.318327372,0.058207152,0.006874031,0.423813569,0.062198222,0.080789005,43.64887913,0.010789328,0.008473594,0.183546662,0.00583929,0.004623131,0.002489957,0.000386001,0.062446704,0.079517104,0.685027122,0.062299658,0.058414988,101675.8438,-39.5,75.625,737339.25,0.153866705,0.315614913,0.866309637,0.769292293,0.666666667,0.154295319,0.146288592,0.653192576,0.52816017,0.847369102,0.747772881,0.770847762,0.706310945,1.339615256,1.32767524,0.069839949,0.086406675
19,6901584,2018-10-06 06:43:03.359996976+00:00,-39.63695167,75.50277833,0.100522802,0.100639486,,,,,,0.098768708,0.228878942,0.404900053,0.006190924,0.004943693,0.004666715,0.004432309,0.003137385,0.002543693,0.002167232,0.000194462,0.000286168,0.000422834,0.397646521,0.068892306,737339.3698,0.013510638,0.061232845,aqua,0.044611631,0.003972924,0.349297442,0.050437905,0.00630186,0.452721996,0.05919743,0.070209689,44.70127391,0.011420665,0.00811035,,,,,,0.058043314,0.068150454,0.685027122,0.062299658,0.058414988,101675.8438,-39.5,75.625,737339.25,0.153866705,0.315614913,0.866309637,0.769292293,0.666666667,0.181491842,0.169187625,0.623868854,0.505570654,0.83590425,0.735317241,0.746340091,0.687554468,1.35365492,1.341315964,0.065766722,0.076105953
20,6903249,2018-10-07 13:39:56.160003170+00:00,39.111855,18.216135,0.06812324,0.049963194,0.040321759,700.0055635,9.13671002,0.109448587,0.035932596,0.041302147,,0.412000053,,0.007844001,,,,,,,,,0.15624094,0.052999999,737340.5062,0.000176545,0.044848386,viirsjn,0.034948737,0.004293758,0.328851695,0.044157451,0.006863709,0.42445093,0.045782085,0.061883177,49.68919624,0.014226008,0.011228525,0.166699996,0.007772001,0.006226001,0.002566001,0.000466001,0.045971715,0.060876933,1.401764512,0.135425031,0.129295364,101406.2266,39.0,18.125,737340.5417,0.153839791,0.314777987,0.812011605,0.636811593,0.666666667,0.132089217,0.122982759,0.642765167,0.50830668,0.831175261,0.71712612,0.773320859,0.708810718,1.466698545,1.444200392,0.057556911,0.073684779
21,6903249,2018-10-07 13:39:56.160003170+00:00,39.111855,18.216135,0.06812324,0.049963194,0.040321759,700.0055635,9.13671002,0.109448587,0.035932596,0.041302147,0.045527272,1.160683367,0.006844262,0.006360918,0.005680001,0.004819334,0.002282957,0.001798001,0.001532001,0.00014487,0.000171566,0.000171274,0.153622317,0.040904347,737340.4844,0.000176545,0.034205534,aqua,0.028831484,0.002737218,0.506986346,0.034509012,0.004730103,0.603156081,0.037905548,0.047656707,46.95822326,0.012537699,0.008652894,,,,,,0.036422892,0.044914779,1.401764512,0.135425031,0.129295364,101406.2266,39.0,18.125,737340.5417,0.153839791,0.314777987,0.812011605,0.636811593,0.666666667,0.023413487,0.019145555,0.771283091,0.613090496,0.883566065,0.783675014,0.87292068,0.782327476,1.431059691,1.406768575,0.045176698,0.055200354
22,6903249,2018-10-07 13:39:56.160003170+00:00,39.111855,18.216135,0.06812324,0.049963194,0.040321759,700.0055635,9.13671002,0.109448587,0.035932596,0.041302147,,1.116166702,,0.005971068,,,,,,,,,0.161379384,0.040777777,737340.4729,0.000176545,0.033869264,viirs,0.030944133,0.002815319,0.501545247,0.037675216,0.004857774,0.599720709,0.037222462,0.04545769,45.92235375,0.011788883,0.008287853,0.044097777,0.006425683,0.004600228,0.001639734,0.000151131,0.039111594,0.049199346,1.401764512,0.135425031,0.129295364,101406.2266,39.0,18.125,737340.5417,0.153839791,0.314777987,0.812011605,0.636811593,0.666666667,0.023475158,0.019344719,0.774995991,0.618588551,0.885603005,0.787175237,0.875105422,0.785833347,1.407498307,1.386024756,0.047516371,0.058951776
23,6901492,2018-10-08 08:29:02.399997261+00:00,-37.29519333,42.652555,0.064792032,0.053265022,,,,,,0.053527903,,0.196888695,,0.005090257,,,,,,,,,0.219262727,0.050817142,737341.4437,0.153714286,0.042705073,viirs,0.038030246,0.003237257,0.436174691,0.045948165,0.005396173,0.539884069,0.044511458,0.053880625,39.01386538,0.010728865,0.007747804,0.139947823,0.005821298,0.004258325,0.001849893,0.000257211,0.047501307,0.059568702,0.839832962,0.057783633,0.054334089,103120.9453,-37.5,42.5,737341.375,0.154010961,0.320100695,0.85336725,0.737730101,0.666666667,0.125218111,0.121015682,0.698115223,0.566815181,0.864452493,0.766450675,0.807580786,0.739532497,1.26969181,1.263566661,0.052397011,0.064876993
24,6901772,2018-10-08 10:31:00.479997840+00:00,36.01740833,21.106105,,0.030526775,,,,,,0.02572069,,1.097030988,,0.007683477,,,,,,,,,0.116381118,0.036966666,737341.4938,0.000176545,0.029807537,viirsjn,0.026491163,0.00303054,0.465926782,0.032615667,0.005169304,0.563578354,0.033166394,0.04327453,46.75441718,0.014506164,0.010448241,0.088223807,0.007957477,0.005853287,0.001816382,0.000250191,0.033339612,0.04245471,1.48567307,0.157661453,0.153085724,101699.4141,36.0,21.25,737341.4167,0.153869058,0.315688079,0.81785815,0.632133042,0.666666667,0.047475749,0.039252438,0.745366221,0.595671813,0.874275763,0.772982738,0.852552767,0.770614638,1.420866509,1.399350887,0.0419464,0.052874433
25,6901772,2018-10-08 10:31:00.479997840+00:00,36.01740833,21.106105,,0.030526775,,,,,,0.02572069,0.07791818,1.29686403,0.007156843,0.00681689,0.005962527,0.005119445,0.002146334,0.001554632,0.001298001,7.58e-05,0.000180223,0.000172701,0.118292193,0.030789473,737341.3802,0.000176545,0.027289132,terra,0.0232913,0.00232242,0.597537131,0.029143367,0.004160466,0.685738161,0.03023627,0.038275362,45.52329322,0.013061249,0.009093255,,,,,,0.028799406,0.037002746,1.48567307,0.157661453,0.153085724,101699.4141,36.0,21.25,737341.4167,0.153869058,0.315688079,0.81785815,0.632133042,0.666666667,0.037063659,0.029600286,0.761458241,0.610893207,0.88103685,0.78248131,0.864275133,0.780712842,1.396050162,1.376805032,0.035758039,0.045852885
26,6901584,2018-10-09 06:39:01.439995541+00:00,-39.87492833,75.35719667,0.067138426,,,,,,,,,0.102967407,,0.006288736,,,,,,,,,0.306907845,0.066502039,737342.3271,0.013510638,0.062340856,viirsjn,0.043341723,0.004814433,0.293286835,0.049337085,0.007451001,0.390995488,0.054892116,0.066614807,36.62810025,0.013820739,0.010142202,0.09520612,0.007526736,0.005567838,0.002794613,0.000418042,0.055339366,0.065880332,0.462648183,0.08975973,0.086423509,102156.7656,-40.0,75.625,737342.25,0.153914713,0.317107757,0.912726936,0.842372121,0.666666667,0.089826775,0.088237355,0.738068779,0.603452934,0.884538291,0.794266417,0.834411338,0.759761361,1.23794219,1.234279328,0.059614537,0.07009236
27,6903250,2018-10-09 11:06:00.000002013+00:00,41.79200333,17.70694333,0.082382904,0.052679155,0.042307395,822.2854189,14.20999918,0.070372981,0.041803285,0.051938101,0.117581815,1.209512033,0.006487521,0.006495251,0.005817668,0.005231334,0.002550668,0.001997418,0.001614088,0.000215418,0.000218751,0.00021574,0.162954171,0.042241666,737342.408,0.000176545,0.036425371,terra,0.027889804,0.002875322,0.482635488,0.037782249,0.004919716,0.579909558,0.037052349,0.050348952,49.37112777,0.011906284,0.009405466,,,,,,0.035544227,0.050054376,1.499005914,0.182444751,0.174345717,101911.4219,42.0,17.5,737342.5,0.153890222,0.316346178,0.8036739,0.619735568,0.666666667,0.058801026,0.047677121,0.72134625,0.571757131,0.862438756,0.757057325,0.836402869,0.755236246,1.48031353,1.452820077,0.045542032,0.062038272
28,6903249,2018-10-09 13:39:56.160003170+00:00,39.16769167,18.24453833,0.064561728,0.043884388,0.036103055,627.7249825,12.28830511,0.081378188,0.030349247,0.035137133,,1.2822609,,0.008291201,,,,,,,,,0.10751822,0.038766666,737342.5188,0.000176545,0.031369561,viirs,0.028144929,0.003414775,0.413500099,0.03039929,0.005699383,0.511161963,0.034154949,0.036713838,52.44166165,0.01715506,0.011087406,0.097859088,0.009448334,0.006206001,0.002068801,0.000176401,0.036491098,0.040403309,1.332346678,0.128290415,0.123930745,101821.2422,39.0,18.125,737342.5417,0.15388122,0.316066249,0.828219659,0.657387351,0.666666667,0.047429465,0.037974795,0.718743372,0.559447484,0.86042601,0.750193913,0.835334315,0.745737167,1.567473804,1.527737144,0.049469009,0.055149283
29,6901492,2018-10-11 08:37:58.080002592+00:00,-37.26928333,42.68573,0.072065191,0.067497385,0.052387481,1019.703922,11.85774657,0.084333056,0.050518967,0.061185304,,0.669159621,,0.004082756,,,,,,,,,0.341731357,0.063587232,737344.4771,0.153714286,0.052816002,viirs,0.046302923,0.003557453,0.396915867,0.059798014,0.005748969,0.506753037,0.055884597,0.072360999,45.6197181,0.008763709,0.006983777,0.08786222,0.00472889,0.003806668,0.001971228,0.000273779,0.060110343,0.080699083,0.81946522,0.101616167,0.095465824,102454.5625,-37.5,42.5,737344.3333,0.15394444,0.318032157,0.854624476,0.741430635,0.666666667,0.060207394,0.053612107,0.73624965,0.587803477,0.873866659,0.773641163,0.842519442,0.759788265,1.393105976,1.373849354,0.069460789,0.090051681
30,6901492,2018-10-11 08:37:58.080002592+00:00,-37.26928333,42.68573,0.072065191,0.067497385,0.052387481,1019.703922,11.85774657,0.084333056,0.050518967,0.061185304,,0.118791489,,0.004216629,,,,,,,,,0.31297452,0.059365713,737344.4396,0.153714286,0.052796507,viirsjn,0.040586524,0.003326191,0.424512537,0.056774782,0.005469975,0.532599778,0.050970499,0.076372607,37.36080664,0.008782653,0.007455654,0.307374278,0.004742001,0.004074858,0.001855029,0.000345087,0.050569261,0.07379813,0.81946522,0.101616167,0.095465824,102454.5625,-37.5,42.5,737344.3333,0.15394444,0.318032157,0.854624476,0.741430635,0.666666667,0.28742639,0.281567015,0.57389878,0.470304844,0.817977839,0.715026401,0.701606758,0.657744726,1.239889789,1.237208467,0.054446927,0.077009741
31,6903249,2018-10-11 13:42:57.599996699+00:00,39.20476333,18.26507667,0.094609279,,,,,,,,,0.851376786,,0.006903001,,,,,,,,,0.148075225,0.040799999,737344.4896,0.000176545,0.033851129,viirs,0.030438543,0.003262857,0.432752512,0.038095223,0.005474765,0.532133848,0.036757367,0.04623343,49.14721524,0.013148987,0.00978368,0.174327496,0.007181584,0.005439044,0.001937827,0.000176262,0.039114994,0.050839652,1.342316866,0.238344058,0.229568645,101995.5156,39.0,18.125,737344.5417,0.153898616,0.316607216,0.82483818,0.653572575,0.666666667,0.107773911,0.09298351,0.670293978,0.534634041,0.8443833,0.735841721,0.793826664,0.726561197,1.460373273,1.438056152,0.049216624,0.062656089
32,6902734,2018-10-12 05:49:03.359998989+00:00,-52.05489833,83.07941167,0.071621717,0.060943808,,,,,,0.060298696,,0.057875671,,0.006812214,,,,,,,,,0.159067238,0.043644443,737345.3521,0.022870906,0.035356993,viirsjn,0.030164227,0.003404153,0.41479029,0.037216138,0.005662249,0.51451419,0.039224376,0.051459122,52.23568598,0.013923832,0.010305792,0.127145649,0.007610364,0.005723023,0.002016979,0.000340709,0.039263041,0.050289001,0.256850153,0.116974108,0.114004411,98689.90625,-52.0,83.125,737345.2917,0.153568637,0.306346179,0.946120846,0.904911456,0.666666667,0.123056328,0.121827682,0.636548013,0.497004289,0.845446099,0.741535968,0.752913774,0.670236254,1.525180213,1.489142718,0.051197829,0.063852038
33,6901584,2018-10-12 06:39:01.439995541+00:00,-40.141205,75.29766833,0.082111676,0.07497823,0.065319417,700.1489387,8.197091757,0.121994487,0.060702384,0.069481211,,1.148933367,,0.008363501,,,,,,,,,0.153034411,0.055472221,737345.3562,0.013510638,0.048009977,viirsjn,0.036257518,0.004619284,0.305677162,0.034362979,0.007304918,0.398814531,0.046054076,0.045290296,40.58856512,0.019429303,0.01164733,0.12020833,0.010711223,0.006462056,0.002777779,0.000443779,0.046368361,0.045085209,0.256850153,0.116974108,0.114004411,98689.90625,-52.0,83.125,737345.2917,0.153568637,0.306346179,0.946120846,0.904911456,0.666666667,0.062818615,0.051472467,0.752055928,0.624261911,0.888151743,0.803827863,0.846765131,0.776611436,1.298465363,1.290059053,0.053077112,0.053754048
34,6901764,2018-10-12 09:21:01.439999568+00:00,33.44961667,30.09565333,,0.025487844,,,,,,0.029060615,0.14198636,1.227369597,0.012451501,0.010971751,0.008841126,0.007042751,0.002732501,0.002093376,0.001599626,0.000134876,0.000241251,0.000253876,0.051349497,0.029987499,737345.3629,0.000176545,0.026619578,terra,0.020215557,0.002719469,0.510295241,0.01930567,0.004720155,0.604427337,0.026812298,0.026908473,43.5657884,0.022290444,0.012303383,,,,,,0.024537782,0.023205869,0.903609753,0.264606893,0.252075732,101534.3906,33.5,30.0,737345.4167,0.153852585,0.315175825,0.858220424,0.7337668,0.666666667,0.070282627,0.056810479,0.733938738,0.598469642,0.87477145,0.780399098,0.839006278,0.766876389,1.350624714,1.337417502,0.030976614,0.032132559
35,6903249,2018-10-12 13:39:04.320000708+00:00,39.21898167,18.27005333,0.072664346,0.049654527,,,,,,0.057239763,,1.684842574,,0.006831958,,,,,,,,,0.142978101,0.039570212,737345.5104,0.000176545,0.031907905,viirsjn,0.028116404,0.002955694,0.477725246,0.038149614,0.005058773,0.575892103,0.036241032,0.052774132,52.27925455,0.012126555,0.009592554,0.079640424,0.006618086,0.005348469,0.001749746,0.000194682,0.036283226,0.051214494,1.400510788,0.181255028,0.171577856,102144.9766,39.0,18.125,737345.5417,0.153913536,0.317071162,0.805215816,0.631619349,0.666666667,0.030748422,0.022959166,0.739465825,0.573627819,0.867344657,0.758131485,0.852562841,0.756633685,1.569983508,1.528015935,0.048782681,0.066023104
